file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0005.flac_aug,and determined to send back to his old post in london the veteran ambassador joachimi who had been recalled the english government on their part anticipated his return by despatching in march oliver saint john and walter strickland,92.54,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0006.flac,and saint john and strickland greeted with loud cries of regicides and many abusive epithets remembering the fate of doreslaer were in fear of their lives,100.0,97.97,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0006.flac_aug,and saint john and strickland greeted with loud cries of regicides and many abusive epithets remembering the fate of doreslaer were in fear of their lives,21.74,3.69,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0007.flac,on april fourth a conference was opened between the envoys and six commissioners appointed by the states to consider the proposals of the english government for a more strict and intimate alliance and union between the two states the dutch quickly perceived,96.88,97.41,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0007.flac_aug,on april fourth a conference was opened between the envoys and six commissioners appointed by the states to consider the proposals of the english government for a more strict and intimate alliance and union between the two states the dutch quickly perceived,15.62,1.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0008.flac,that what the english really wanted was nothing less than such a binding alliance or rather coalition as would practically merge the lesser state in the greater but the very idea of such a loss of the independence that they had only just won was to the netherlanders unthinkable,100.0,97.39,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0008.flac_aug,that what the english really wanted was nothing less than such a binding alliance or rather coalition as would practically merge the lesser state in the greater but the very idea of such a loss of the independence that they had only just won was to the netherlanders unthinkable,41.98,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0009.flac,the negotiations came to a deadlock,100.0,77.86,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0009.flac_aug,the negotiations came to a deadlock,13.33,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0010.flac,foremost amongst them prince edward son of the queen of bohemia the parliament threatened to recall the envoys but consented that they should remain on the undertaking of the estates of holland to protect them from further attacks and to punish the offenders,96.88,95.19,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0010.flac_aug,foremost amongst them prince edward son of the queen of bohemia the parliament threatened to recall the envoys but consented that they should remain on the undertaking of the estates of holland to protect them from further attacks and to punish the offenders,80.0,23.13,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0011.flac,new proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of avowed enemies of the other in other words,100.0,98.64,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0011.flac_aug,new proposals were accordingly made for an offensive and defensive alliance without any suggestion of a union coupled with the condition that both states should bind themselves not to allow the presence within their boundaries of avowed enemies of the other in other words,43.84,22.92,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0012.flac,the expulsion of the members and adherents of the house of stewart including the princess royal and the queen of bohemia with their children,100.0,97.54,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0012.flac_aug,the expulsion of the members and adherents of the house of stewart including the princess royal and the queen of bohemia with their children,93.75,39.91,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0013.flac,even the estates of holland dared not consider such terms and the states general would have angrily rejected them after some further parleying therefore about fisheries and trade restrictions it was felt that no agreement could be reached,97.22,98.56,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0013.flac_aug,even the estates of holland dared not consider such terms and the states general would have angrily rejected them after some further parleying therefore about fisheries and trade restrictions it was felt that no agreement could be reached,75.0,3.62,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0014.flac,and saint john and strickland returned to england on july thirty first sixteen fifty one their failure created a very bad impression upon the parliament all the old complaints against the dutch were revived and,100.0,97.73,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0014.flac_aug,and saint john and strickland returned to england on july thirty first sixteen fifty one their failure created a very bad impression upon the parliament all the old complaints against the dutch were revived and,66.67,1.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0015.flac,as they had refused the offer of friendship that had been made to them it was resolved that strong measures should be taken to obtain redress for past grievances and for the protection of english trade interests at the instance of saint john,100.0,97.16,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0015.flac_aug,as they had refused the offer of friendship that had been made to them it was resolved that strong measures should be taken to obtain redress for past grievances and for the protection of english trade interests at the instance of saint john,22.22,0.38,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0016.flac,the famous navigation act was passed by the parliament october ninth sixteen fifty one this act struck a mortal blow at the dutch carrying trade by forbidding the importation of foreign goods into english ports except in english bottoms or in those of the countries which had produced the goods,100.0,97.45,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0016.flac_aug,the famous navigation act was passed by the parliament october ninth sixteen fifty one this act struck a mortal blow at the dutch carrying trade by forbidding the importation of foreign goods into english ports except in english bottoms or in those of the countries which had produced the goods,78.95,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0017.flac,scarcely less injurious was the prohibition to aliens to fish in british waters and the withdrawal of the rights based on the magnus intercursus for the maintenance of which dutch statesmen had so long and strenuously fought,100.0,95.74,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0017.flac_aug,scarcely less injurious was the prohibition to aliens to fish in british waters and the withdrawal of the rights based on the magnus intercursus for the maintenance of which dutch statesmen had so long and strenuously fought,100.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0018.flac,there was consternation in holland and the states general determined to send a special embassy to london,100.0,96.62,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0018.flac_aug,there was consternation in holland and the states general determined to send a special embassy to london,38.71,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0019.flac,a man in whose ripe judgment they had confidence to the office of council pensionary,100.0,95.51,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0019.flac_aug,a man in whose ripe judgment they had confidence to the office of council pensionary,71.43,27.44,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0020.flac,who having been given letters of marque to prey upon french commerce,100.0,78.91,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0020.flac_aug,who having been given letters of marque to prey upon french commerce,91.67,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0021.flac,the english government however met the dutch complaints by raking up the long list of grievances that had stirred up a bitter feeling of popular hatred against the united provinces in england and by demanding reparation,100.0,97.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0021.flac_aug,the english government however met the dutch complaints by raking up the long list of grievances that had stirred up a bitter feeling of popular hatred against the united provinces in england and by demanding reparation,20.69,2.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0022.flac,they further demanded that dutch commanders should acknowledge england's sovereignty by striking flag and sail and by firing a salute whenever any of their squadrons met english ships in the narrow seas it was these last two questions,100.0,97.45,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0022.flac_aug,they further demanded that dutch commanders should acknowledge england's sovereignty by striking flag and sail and by firing a salute whenever any of their squadrons met english ships in the narrow seas it was these last two questions,100.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0023.flac,the right of search and the striking of the flag that were to be the real causes of the outbreak of a war that was desired by neither of the two governments but popular feeling and the course of events was too strong for them the news of the seizure of their vessels,100.0,97.93,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0023.flac_aug,the right of search and the striking of the flag that were to be the real causes of the outbreak of a war that was desired by neither of the two governments but popular feeling and the course of events was too strong for them the news of the seizure of their vessels,100.0,17.99,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0024.flac,not merely by privateers but by an english squadron under ayscue in the west indies had caused intense indignation and alarm in holland and especially in amsterdam pressure was brought to bear on the states general and the admiralties,100.0,99.09,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0024.flac_aug,not merely by privateers but by an english squadron under ayscue in the west indies had caused intense indignation and alarm in holland and especially in amsterdam pressure was brought to bear on the states general and the admiralties,9.52,2.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0025.flac,who in pursuance of economy had reduced the fleet to seventy five ships it was resolved therefore on february twenty second,100.0,95.16,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0025.flac_aug,who in pursuance of economy had reduced the fleet to seventy five ships it was resolved therefore on february twenty second,35.56,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0026.flac,the council of state on hearing of this began also to make ready for eventualities negotiations were still proceeding between the two countries when martin tromp the victor of the battle of the downs,100.0,97.1,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0026.flac_aug,the council of state on hearing of this began also to make ready for eventualities negotiations were still proceeding between the two countries when martin tromp the victor of the battle of the downs,41.38,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0027.flac,now lieutenant admiral of holland was sent to sea with fifty ships and instructions to protect dutch merchantmen from interference and to see that the states suffered no affront nothing was actually said about the striking of the flag,100.0,97.54,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0027.flac_aug,now lieutenant admiral of holland was sent to sea with fifty ships and instructions to protect dutch merchantmen from interference and to see that the states suffered no affront nothing was actually said about the striking of the flag,21.54,4.73,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0028.flac,it came suddenly through a misunderstanding the dutch admiral while cruising past dover met on may twenty ninth fifteen english ships under blake,100.0,97.4,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0028.flac_aug,it came suddenly through a misunderstanding the dutch admiral while cruising past dover met on may twenty ninth fifteen english ships under blake,69.57,4.78,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0029.flac,tromp declared that he had given orders to strike the flag but that blake again fired before there was time to carry them out be this as it may the two fleets were soon engaged in a regular fight and the english being reinforced tromp withdrew at nightfall,100.0,89.09,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0029.flac_aug,tromp declared that he had given orders to strike the flag but that blake again fired before there was time to carry them out be this as it may the two fleets were soon engaged in a regular fight and the english being reinforced tromp withdrew at nightfall,96.47,19.95,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0030.flac,to the french coast having lost two ships great was the anger aroused in england where the dutch were universally regarded as the aggressors in the netherlands where the peace party was strong many were disposed to blame tromp despite his protests,100.0,96.75,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0030.flac_aug,to the french coast having lost two ships great was the anger aroused in england where the dutch were universally regarded as the aggressors in the netherlands where the peace party was strong many were disposed to blame tromp despite his protests,89.23,38.46,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0031.flac,adrian pauw himself left hastily for london john de witt being appointed to act as his deputy during his absence pauw's strenuous efforts however to maintain peace were all in vain despite the strong leanings of cromwell towards a peaceful solution,94.74,96.91,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0031.flac_aug,adrian pauw himself left hastily for london john de witt being appointed to act as his deputy during his absence pauw's strenuous efforts however to maintain peace were all in vain despite the strong leanings of cromwell towards a peaceful solution,80.52,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0032.flac,but popular feeling on both sides was now aroused,100.0,93.52,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0032.flac_aug,but popular feeling on both sides was now aroused,100.0,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0033.flac,if humiliating terms were submitted to stiffened their attitude the result was that the envoys left london on june thirtieth sixteen fifty two and war was declared the dutch statesmen who sought to avoid hostilities were right,100.0,96.28,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0033.flac_aug,if humiliating terms were submitted to stiffened their attitude the result was that the envoys left london on june thirtieth sixteen fifty two and war was declared the dutch statesmen who sought to avoid hostilities were right,89.23,9.2,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0034.flac,all the advantages were on the side of their enemies the dutch merchant fleets covered the seas and the welfare of the land depended on commerce the english had little to lose commercially,100.0,96.78,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0034.flac_aug,all the advantages were on the side of their enemies the dutch merchant fleets covered the seas and the welfare of the land depended on commerce the english had little to lose commercially,34.78,19.4,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0035.flac,was superior in almost all other respects the stuarts had devoted great attention to the fleet and would have done more but for lack of means charles much abused ship money was employed by him for the creation of the first english professional navy,100.0,96.32,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0035.flac_aug,was superior in almost all other respects the stuarts had devoted great attention to the fleet and would have done more but for lack of means charles much abused ship money was employed by him for the creation of the first english professional navy,50.67,7.24,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0036.flac,it had been largely increased by the parliament after sixteen forty eight and its generals blake penn and ayscue had already acquired much valuable experience in their encounters with the royalist squadron under prince rupert,100.0,97.78,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0036.flac_aug,it had been largely increased by the parliament after sixteen forty eight and its generals blake penn and ayscue had already acquired much valuable experience in their encounters with the royalist squadron under prince rupert,96.88,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0037.flac,and in long cruises to the west indies for the purpose of forcing the english colonies to acknowledge parliamentary rule the crews therefore were well trained and the ships were larger stronger and better armed than those of the dutch,100.0,98.35,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0037.flac_aug,and in long cruises to the west indies for the purpose of forcing the english colonies to acknowledge parliamentary rule the crews therefore were well trained and the ships were larger stronger and better armed than those of the dutch,27.59,3.01,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0038.flac,the position of england lying as it did athwart the routes by which the dutch merchant fleets must sail was a great advantage even more important was the advantage of having a central control,100.0,98.49,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0038.flac_aug,the position of england lying as it did athwart the routes by which the dutch merchant fleets must sail was a great advantage even more important was the advantage of having a central control,11.11,1.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0039.flac,whereas in the netherlands there were five distinct boards of admiralty to some extent jealous of each other and now lacking the supreme direction of an admiral general the war began by a series of english successes and of dutch misfortunes,100.0,96.44,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0039.flac_aug,whereas in the netherlands there were five distinct boards of admiralty to some extent jealous of each other and now lacking the supreme direction of an admiral general the war began by a series of english successes and of dutch misfortunes,61.76,32.53,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0040.flac,early in july sixteen fifty two blake at the head of sixty ships set sail for the north to intercept the dutch baltic commerce and to destroy their fishing fleet off the north of scotland,100.0,96.98,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0040.flac_aug,early in july sixteen fifty two blake at the head of sixty ships set sail for the north to intercept the dutch baltic commerce and to destroy their fishing fleet off the north of scotland,50.91,1.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0041.flac,he left ayscue with a small squadron to guard the mouth of the thames tromp meanwhile had put to sea at the head of nearly a hundred ships ayscue succeeded in intercepting a fleet of dutch merchantmen near calais,100.0,97.11,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0041.flac_aug,he left ayscue with a small squadron to guard the mouth of the thames tromp meanwhile had put to sea at the head of nearly a hundred ships ayscue succeeded in intercepting a fleet of dutch merchantmen near calais,100.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0042.flac,all of them being captured or burnt while blake with the main force off the north coast of scotland destroyed the dutch fishing fleet and their convoy after these first blows against the enemy's commerce good fortune continued to attend the english,100.0,98.16,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0042.flac_aug,all of them being captured or burnt while blake with the main force off the north coast of scotland destroyed the dutch fishing fleet and their convoy after these first blows against the enemy's commerce good fortune continued to attend the english,100.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0043.flac,tromp was prevented from following blake by strong northerly winds he then turned upon ayscue whose small force he must have overwhelmed but for a sudden change to a southerly gale the dutch admiral now sailed northwards and july twenty fifth,100.0,97.7,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0043.flac_aug,tromp was prevented from following blake by strong northerly winds he then turned upon ayscue whose small force he must have overwhelmed but for a sudden change to a southerly gale the dutch admiral now sailed northwards and july twenty fifth,16.67,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0044.flac,found the english fleet off the shetlands a violent storm arose from the force of which blake was protected while the dutch vessels were scattered far and wide on the following day out of ninety nine ships tromp could only collect thirty five,100.0,98.64,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0044.flac_aug,found the english fleet off the shetlands a violent storm arose from the force of which blake was protected while the dutch vessels were scattered far and wide on the following day out of ninety nine ships tromp could only collect thirty five,31.43,2.13,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0045.flac,and to meet and convoy back the home coming ships,82.35,95.55,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0045.flac_aug,and to meet and convoy back the home coming ships,23.53,16.64,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0046.flac,ayscue had previously sailed up channel with forty men of war and five fireships for a similar purpose the two fleets met on august sixteenth and despite his inferiority of force de ruyter forced ayscue to withdraw into plymouth and was able to bring his convoy home to safety,97.62,98.78,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0046.flac_aug,ayscue had previously sailed up channel with forty men of war and five fireships for a similar purpose the two fleets met on august sixteenth and despite his inferiority of force de ruyter forced ayscue to withdraw into plymouth and was able to bring his convoy home to safety,24.39,4.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0047.flac,the ill success of tromp though he was in no way to blame for it caused considerable alarm and discontent in holland his enemies of the states party in that province took advantage of it to suspend the gallant old seaman from his command he was an orangist,100.0,96.65,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0047.flac_aug,the ill success of tromp though he was in no way to blame for it caused considerable alarm and discontent in holland his enemies of the states party in that province took advantage of it to suspend the gallant old seaman from his command he was an orangist,94.59,0.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0048.flac,and as the orange partisans were everywhere clamorously active the admiral was suspect in his place cornelisz witte de with was appointed a capable sailor but disliked in the fleet as much as tromp was beloved de with effected a junction with de ruyter,93.75,95.38,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0048.flac_aug,and as the orange partisans were everywhere clamorously active the admiral was suspect in his place cornelisz witte de with was appointed a capable sailor but disliked in the fleet as much as tromp was beloved de with effected a junction with de ruyter,45.71,15.98,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0049.flac,and with joint forces they attacked blake on october eighth near the shoal known as the kentish knock the english fleet was considerably more powerful than the dutch and the desertion of de with by some twenty ships decided the issue the dutch had to return home with some loss,100.0,96.97,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0049.flac_aug,and with joint forces they attacked blake on october eighth near the shoal known as the kentish knock the english fleet was considerably more powerful than the dutch and the desertion of de with by some twenty ships decided the issue the dutch had to return home with some loss,94.87,0.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0050.flac,but they were deceived in thinking that the struggle in the channel was over for the winter the deserters at the kentish knock were punished,100.0,96.06,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0050.flac_aug,but they were deceived in thinking that the struggle in the channel was over for the winter the deserters at the kentish knock were punished,16.22,3.59,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0051.flac,full of resentment though he was at the bad treatment he had received tromp was too good a patriot to refuse at the end of november the old admiral at the head of one hundred warships put to sea for the purpose of convoying some four hundred fifty merchantmen through the straits,97.37,96.44,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0051.flac_aug,full of resentment though he was at the bad treatment he had received tromp was too good a patriot to refuse at the end of november the old admiral at the head of one hundred warships put to sea for the purpose of convoying some four hundred fifty merchantmen through the straits,90.91,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0052.flac,stormy weather compelled him to send the convoy with an escort into shelter but he himself with sixty ships set out to seek the english fleet which lay in the downs after some manoeuvring the two fleets met on december tenth off dungeness,100.0,97.6,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0052.flac_aug,stormy weather compelled him to send the convoy with an escort into shelter but he himself with sixty ships set out to seek the english fleet which lay in the downs after some manoeuvring the two fleets met on december tenth off dungeness,87.18,8.58,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0053.flac,while many english prizes were captured this state of things was however not to last long towards the end of february sixteen fifty three blake put to sea with nearly eighty ships and on the twenty fifth off portland met tromp at the head of a force nearly equal to his own in number,100.0,98.46,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0053.flac_aug,while many english prizes were captured this state of things was however not to last long towards the end of february sixteen fifty three blake put to sea with nearly eighty ships and on the twenty fifth off portland met tromp at the head of a force nearly equal to his own in number,100.0,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0054.flac,and he had moreover been at sea without replenishment of stores ever since the fight at dungeness while the english had come straight from port the fight,100.0,98.31,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0054.flac_aug,and he had moreover been at sea without replenishment of stores ever since the fight at dungeness while the english had come straight from port the fight,100.0,0.5,0
